Company,Job Title,Location,Actively Recruiting Indicator,LI Job Post URL
RSM US LLP,Database,"Hyderabad, Telangana, India (Hybrid)",Actively recruiting,https://www.linkedin.com/jobs/view/3799929532/?eBP=CwEAAAGOAKVVHwLaOVwATR4E0W_u3UIp9KmqT7NMX2GFClU6O1EwceBXX3oOi0YLBEkP9I5sAZvZF-dXf7ree2xXCYkGaaYT-hujIDmZt5TFCgMFt3cezXNljqSZntIsB02AhDPVyvdjLwi4y5BzK7-9NKWkoSqjDYzGwmlaCIKV5_e9fd4uU04wi8XfF13818bN56NCJAcHr_fU8vkhY2V5GtKXU5Ioo-jzTFJ22GaGfjndZXsL1pu89T13gNPpGgfE80nWd6pWf4HtYM4O2rsRxSWMthQQXhbQ-v_1Sy_Iyx79HM7DImxrqyrtcREpkR2mx5XWPl72eD7H0dVU3-L9nzvnvXXCeXsNwY8FTj3gmspYtckEzuSA2iCFEnK_JmV5bYriufC7gn6XzQYUyx6O4bw3sz-E_bg&refId=UObpuhC%2FLw8aQb5eHbU4yw%3D%3D&trackingId=mQ0tDNAIKKX%2FCgBiNksKNg%3D%3D&trk=flagship3_search_srp_jobs
Tata Consultancy Services,Database,"Bengaluru, Karnataka, India (On-site)",9 connections work here,https://www.linkedin.com/jobs/view/3833881283/?eBP=CwEAAAGOAKVVH6IQWM6xQSsmhzOvj2aky1Vg0hdwmL1T43ft3Z6WPrJRIK-FXfSS_wcjTzt0WUvVmZdXvTgbWMXBJ_GqcDzKOnuXpkaVXPW2PLDnm_2TeuCAPDI13gJewsqFc8N8EXgZ-OIhYEAC0Z7getzJ6KbbJlJgZcsq0xqflB4Ho2nzeD5nJvhn3xXWEYE_KZGGgDuUoI6DZLI9ZX2AXOe0V0VOQivUT3jhKyMJsJvbw18BiKvio23I1FlXxSrMheXOD43e5o9_sqBjbeRlU65Uk7aYp-8aIw3f9I4Pb5TgBnaxHzTszGI7tyYe6OaHf8glx3tTsbEYgFym0-RKxNCoP6FM4uZXB_bWE4afWna2ax5cW1nPT7lLHQ&refId=UObpuhC%2FLw8aQb5eHbU4yw%3D%3D&trackingId=FAzV94lnGZDkWO8lPoYJ0Q%3D%3D&trk=flagship3_search_srp_jobs
Hexaware Technologies,Database,"Chennai, Tamil Nadu, India (Hybrid)",7 school alumni work here,https://www.linkedin.com/jobs/view/3827691247/?eBP=CwEAAAGOAKVVIHNv1Ej1Ed9RdgSuREU0xS0tNmc0haBUYBkmlzDMt6JScbJHnLST-m1a4L67w1YMJXb9RQX316NqGgqiO_GoXaL0C2_C_NkWBibEBN27XTqIGCd6SwCnjf9SO75VXih4lM3ttWs87KfV_7MyNnRgIvVE_zdnzlW1qBM3OHk7pqxYoJjyqpyyklDIZmNa5k45T-KKzLx4exOIkAU3-3G-42IyJyfB54dqX6DBEiF4km5KRNHmh_YWq-13KIeSAQ8x2ZkCpT4ZV0RwlaauUy-Rhfm8hZlj_5uE6SXC4qNplTfQZaI5VnbSczsdK18DUXT5ICKX6CEHaIlDxL4BoUB-Da-TWh7CbZ168mCBnkrH8cIVsYNA0a9eWzs9FOCbS32BiFdxOeT656vWPR6Bzd9fQNmUFg&refId=UObpuhC%2FLw8aQb5eHbU4yw%3D%3D&trackingId=jpKD1FgSNYYNJNzP7dIfUA%3D%3D&trk=flagship3_search_srp_jobs
Turing,Database,India (Remote),Actively recruiting,https://www.linkedin.com/jobs/view/3834673520/?eBP=CwEAAAGOAKVVIAdqqRlattJM61Wrhh-7rfQ0nUzr6-WyyDiELN_dLj6s9xv649-485Kx04q4N429RM8Cm9tXKjbNldQaA8McbXFs_eUmf5Ay_w4E1oBkclccqzIAHiJeoM2pvow4DAzAjiVEArLifTrGDWRI8uSJUk1J9gAMrb-dszFzwPirxwwu-j9muCFHMUwcym2X3g0eD_HhdrP7rbqJNs5WkanwQLKDHHN4k-XMVunVDF7Hq2hswDtF-wUTQTiHeReXqPKJzerzaeNq16BwyBbHopQlsnIT0a55gHYcwGTMdRumNBginXhRt1vulChhc6XJOA6O6f12jUDWVIeIq3ExxHlztVeGXzaWlSdhI76KfqXRx7kbus_bYUGNkfkcomGaGKtQOeBVhg&refId=UObpuhC%2FLw8aQb5eHbU4yw%3D%3D&trackingId=ghrs5EB2owpUNyswz7aXKA%3D%3D&trk=flagship3_search_srp_jobs
Everest DX Inc,Database,"Hyderabad, Telangana, India (On-site)",,https://www.linkedin.com/jobs/view/3838087756/?eBP=CwEAAAGOAKVVICFO315kigowkG0zyjpVYrpxdUiOnr7fglyoZuXm-D34nsySW-UG1ESjD_Y0jUjyC7hjlOF1aAKn9kObJWZdicrL9EPCNZKE3zIICcjUNurt8zehiCTKIQr9l_TqmqJaDi3Wz5HFUgEvf6zfZHEkhTvGpQfBkF3CaDDaFEK4p8oEwkI0OfBSqJlr9SdEsGbIFk7GrFK8t4oGmzcfABuABmqx_hn8Yxs0uonHb3b-UsqVMr4zwAKgKxA0Xfn5qtnB2S3i112jcZNH9l0tIhZxbor0BDI3fZ1MKIe7PSkA2oB5OgQiqG-iGL528KGllFwmvO061B0GYbNuTdmpz3Azx6V7GTgP6xeZr-ntRr1GEosN-opzUQ&refId=UObpuhC%2FLw8aQb5eHbU4yw%3D%3D&trackingId=PQo%2Fv43TGLpXi8m9CWVmlA%3D%3D&trk=flagship3_search_srp_jobs
Mercados Energy Markets India,Electrical Engineering,"Patna, Bihar, India (On-site)",,https://www.linkedin.com/jobs/view/3830612626/?eBP=CwEAAAGOAKWwyiCpjBfhCS98nIVBMwmQgJen0RRz6Giwr8UnkTCvTm6KG8ZQ9gb8K5Hg8UHxyCUCj9qD11p6iaKhqJ-1HVJ29StRMCajrQ7H3znPPXV6MSzfesbas-OOszrwvk1Tf8e2QS-wGzhmJTkp4LlY6rapTFnmbZiB6Or41AVx7ehG0Z0g5FqXWoXNdvkYjV1BjzxASNf2t-z6Ag8ZgZ-c7rhn-3u7lQh39MFnP6Lp4hAFecnWL3Gn1xl4Mo7zgN2WjHp6jlcHBkJDtOKJsr_IHIUcvb2DNPf9EwxFfyICsViqB8KZ-Dz_WEeFUOr3Ky9sqY9sDS20RWwtIxLb2H9DaRscGsA3vOpNX3qiGRlIqkh995DlCTvvmXAYNQ31d3arfq6m_HEohNb-wq-xk-oKtBqwr1IoaA&refId=5mwvq%2FPnaM8mNKi%2FdGCoTQ%3D%3D&trackingId=pBvPlkbaRkw50ALE7sh1pg%3D%3D&trk=flagship3_search_srp_jobs
IntelleWings,Electrical Engineering,"Chandigarh, India (On-site)",Your profile matches this job,https://www.linkedin.com/jobs/view/3731933690/?eBP=CwEAAAGOAKWwyrmsi_23LJ-n0Oou6ROf1B4y_M_sitp26HlSJANsEc4sjpYKAAjY6PB4QWeggyU50qPJr9ftBsdstYmAfhXlNeIPx2Cn-g27VYfFBvTJXz3q5t24HxPkcbG4YEN6D4VwFIm8_F-nm6jOfqdRpbXPAmXaCJZitEFFlFnYw6kYwGpDrmE6XZ3-fv0CNfPtW-qJiI8tpq6kW_EDS0z7UGJDFfE1YTcJAp352yNodnPDQMgaC0LdDRQCGns8rJohsH0luEJXTDHE3UaFxhyhEbGi61Mrw0d4R0Yw6Cke4nC7ZXPmkyehV2QvrXWyBJF9ZUOehbmPpHTHLH9xv0Hn_Z-ErKoODB4zMN17Nsns2Uf2TVcCiNtnB7vS3CqeCtCMSLee5XrMY2PjJzQkdoAkMa2luTiWQ9Kzz_BUJ_xks9y8-hhIvd-r5aQ5lA&refId=5mwvq%2FPnaM8mNKi%2FdGCoTQ%3D%3D&trackingId=h7hrog0QuH7cP98gwFhODQ%3D%3D&trk=flagship3_search_srp_jobs
Wayfair,Electrical Engineering,"Bengaluru, Karnataka, India (On-site)",2 school alumni work here,https://www.linkedin.com/jobs/view/3833877991/?eBP=CwEAAAGOAKWwysvtZPTp5KmFVrG548-jsRlsIaOrO2bRXNrEf0TcuWWwxYKNkNd_qbSs7YDic0cJ2Mbvti156QmQw0bScuOI_FsSNhKaxt63RCBGXyBBJrIIfDOIZz1yQteNEZJRUKzBnjnM9C8Q-SZQf32B_9-IQ9p-yIEflZDriLF1UEH-z4uyI9a_9aJ8RYyzp0bHWQVPnSfN08t1Cr7iIQVprICPd8MO9H_4vAdFgdameuWK2lOMNuVsYwO11E76kMyUPcxDWoXEdIvsGj2Cr_-SvBWF60VkjUHWjeesYA6yxgXwRofE4E7jn7XR7Ebon9G6loqE0gdogo7hnQl4JaufQtA1XdNXrYK6w9_lMCB7FYEHa0fqoqOOGL1ODq8v_1aYRhubi2Aacp3zal8evFWeChhUm8gsPg&refId=5mwvq%2FPnaM8mNKi%2FdGCoTQ%3D%3D&trackingId=LiUcl0tVzkrLQhOUS1G65w%3D%3D&trk=flagship3_search_srp_jobs
Amazon,Electrical Engineering,"Bengaluru, Karnataka, India",1 connection works here,https://www.linkedin.com/jobs/view/3837547286/?eBP=CwEAAAGOAKWwy2352nir76tKvpEzuGM-mKAlsnyQ5UCcDRFH1_V8f4bwaR2nlElnBCPebIYIKHN2NMfr4iwGm4zHJJ6UWGDTMyISuJDu1WUWq0AhVZD-amEuCBlyU6wxL1JzidbpxB1-qyJJVoZUwZQudxEeU2Uved79DRngW9ef2ET7bIDlwYY7aujiDUJQsdK6ayHPC5t60EIuTKX1Lh0mLUXy_XSIiv5deen5XeEcFYG-PEusf02fCMeEBjQS8RQ4huyNdwgfiIpK2SKnjVQrngOokU3ICQnICXxzavj6nFtwUB_RKei-9Dud060hKuEDXzTqaOrfvvqA15_7O9bbe0UVNLQ59fOkDInltR6i5keIBTUxFPBKiWkauOMFmLdKxauKm2aZlh8s8ifLWyPDwJ2KjpEvIFlGzw&refId=5mwvq%2FPnaM8mNKi%2FdGCoTQ%3D%3D&trackingId=903zFraPWxuvM7P2wgVoxQ%3D%3D&trk=flagship3_search_srp_jobs
SLTL Group - Sahajanand Laser Technology Ltd,Electrical Engineering,"Pune, Maharashtra, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3830948951/?eBP=CwEAAAGOAKWwyzvQxwONUQ5TznAyZhDavEpCDhRtuTVvFIZKcrsGsPzZG-0_xzxnAB7gWLzMQ3m7LEUm8OjcqGKpQAmKJ2_Mo01O2_XnZ61QxeoTCOlb2FyjhPjatcUpIowrv7iaSXGIIoQv89G7ffxfet77YAVcEVcVZxnH1dSw85H_97pWqPlX5Gi37p2iFvAXzkxjNOO21JXi1va0d93IISmvi48auLp__WQrStlg4thl5A3XlDWMMhMDQJgXhYT7W_V3gQKtUF2Qbg2Pex2dTuGAsIRCiyB0YooGRWoYHxSvkewcwBhHCIQxtPDiqwWoFivOVwEkfzdGdpbL9Ta1wF5CNsgR1EZ6yV_V8b9FKQwFHwYsBRt8zqm_zjWT7qJbXru4a3OyPE2hudNOUU2s6G-IzRh1tY_1Fg&refId=5mwvq%2FPnaM8mNKi%2FdGCoTQ%3D%3D&trackingId=0JcinmTMAYpCH21tTavCzA%3D%3D&trk=flagship3_search_srp_jobs
BrightCHAMPS,Electrical Engineering,India (Remote),Actively recruiting,https://www.linkedin.com/jobs/view/3821416127/?eBP=CwEAAAGOAKWwy7htSdeB5-ocgWMvni5Dyw74jBap0hXyJ1VPyhsq3fN0gax4fC4Q5NyPtbZiFbJdAFf-pZJIIUyEVLci-xXM-BzzCQpnsmRAqixZlYAgy-T7MTojxzMXXV3QCD0ZgJu9PJaBUWxuIDUY1ttPpfQ1zq5_fuao4F7dHp04agKws88kVwSbeTG-CA5etfWVtcRkap-GmOr_GjzMvouQQ1Qyp7DpiFjweM4ezTCxShWJtTuczhS4bTBZto2NnosP_4VhXAmer5kVALnx2sFxGtjoVPI8HVLjUFA07Kkk7xgCJ_a1tLjmW_4r1D6YjRTwp-x5k8Hrwi00o5tVZXpOF3mbM2rOLa3CdBdvH8FeXSq2NrdgLEKWkJOuP7Dco6B5i0qz3ggm3eiXYG8tL9E&refId=5mwvq%2FPnaM8mNKi%2FdGCoTQ%3D%3D&trackingId=H1oiWzCpH9tfz9PABsKjEw%3D%3D&trk=flagship3_search_srp_jobs
Leybold,Electrical Engineering,"Gujarat, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3830342341/?eBP=CwEAAAGOAKWwyxoKVUAwJF8eayXiUw_Bv5wZ3LDP1Qjq_qGGLiYDVHIolHHRvZU1b1AeIedqJ6WpYUghuvpY91CkO4GnpHpGq8-1ZtJPBKp861vzQTC4DBxFxbjkWmymC6hHLndL0TnX_H0ExSCZFejvfL-xOnPlKqsCsTeX9U2Qel8t1drYo3KvYWT4p_9GsKETGzD6xI_B9IA-gI7ugdq9A_cFi79FHmNZ5eqLV0XTXnq8X6B3oHr1CvkufkDQMXuV1204SHQy3HyV9Z1FGJw1E8MlDDYDWq6vn2ekr01B5izEshjdOSVcvuiMAk6_pieH1a3rkHm5gucpGvsX56A13izmpz8370wgcZ6aKvu4o8beUmxcgaxxfFfxObiMOu7UIf5I1XcxjwFghOmhEYOMWS3iXLtA_1ht6g&refId=5mwvq%2FPnaM8mNKi%2FdGCoTQ%3D%3D&trackingId=fquhGT9K0Qux2AV6JGdwHQ%3D%3D&trk=flagship3_search_srp_jobs
BeatBox Fitness PVT LTD,Health and fitness,"Hyderabad, Telangana, India (On-site)",,https://www.linkedin.com/jobs/view/3790580168/?eBP=CwEAAAGOAKX_VVOc0ZKX3R-NGFlTQgYJ_F6-OHoLM01op2DkIOq5zhuEzMsBPLaPwJFyl0-dOWLKkeE1e5oLrXHNAM39Qs10NuB1WcXiHuvTvmL1bUE3a5nNbgQXTS-Tc8stkInW8lhjvNjGYvzRGIOyQ-BA09xuWi_7iRhhCQ0Rjr-A-sbIG1xuJwfD4kXrqdJYyKqsITKhBLoZitFYc0aajpSP7r3Pzf7trbf3RDOAYvOBAQu0WeFF34YMkQpH-rv082vEBP2O9L5tq-Hl7ZlhIibmufpA93c-RX144rfmIo6zkctppoM9qJmycIuFe20DOpO0SVrJSEtfpQf3QDN2UqrnenVCt_C3FIMHG3SEPHXMGmGhuM8xO9W6oMY5QFcNl5Iq0yJJP7YldbptBBfY2qphbw&refId=tFzhoUzicSCIrYQugxutsQ%3D%3D&trackingId=g3f96dUs7NdCoElC82KYNg%3D%3D&trk=flagship3_search_srp_jobs
STL Digital,Health and fitness,"Bengaluru, Karnataka, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3830970509/?eBP=CwEAAAGOAKX_VSzl-DwJroszGubTfSio87WbIlrOcL7xXAW0Wj5vx0-5nOr6ajYsC6kYwxev_-UmPKe6HDS2amsnYrCn56CvhG6RBoSJrHHzFlg4ps5qkpCB0p4CFV0hYHGp6rFIF5eXlYUFxdkq0Osk3YzoR3tdN4tYGXf1-RiCz_l-1HG4xFpw8cK5AAiGrOtuOQNP4DoUxrKsnGKb2G0pEM_S4D7Md0ysJ0pCIZqxTR5fhVvNFHC6RLDfFnmdx4_iMrCl_-LJxTNfBNEIoE-M3NosHp6kjWuzLtSlwQay0FZFlsy1Py6HduCXxalwsDkjToiEK4UqntCkS2Q6xxPOiSalHDf13-AdLIIpnxbY99VRp1SKSrBYBZHipsXhQJOyNe3giiCITjCUQjWTRLF0A6a6xj8E&refId=tFzhoUzicSCIrYQugxutsQ%3D%3D&trackingId=wveOSt%2BCwSu9N6kD6qUgRg%3D%3D&trk=flagship3_search_srp_jobs
Housr,Health and fitness,"Hyderabad, Telangana, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3793611514/?eBP=CwEAAAGOAKX_VW0vC1Z2PkBMNouWzPOIeULus2bROYr8VXF_QGZivnGlaFKfPj06M9zsmhwQhLue1Gtm8n_YKDHOdfxfEMimuECztO86rvRMdKp0OFwqKqNJniR4dzmodkpgqJLQ60oz7hqdzlVUyO0uJ_aHUEfgERsqdHQ3DbezYJj3KmZRhun5qO5_IYQBlw38X4o0I_kKculPcBkWIc2jjCwVieO4rHZxYZxzqniNtMrHiC6oeyz0E1Zi4zKYEhxThom0LuJOAsfWlDGHJla7wgNk3K2sZ-bgi3nFx9meq-Jb1zcLtt1YfkNuHhZ0dbR0De2fd254D3CLxMe2zELWx43UP9UBCUtoQbSd6UWnQyoppW5mCaD23iSxrO0J3NJRR2cI4ENIYJ6Z2Sph1CbZYLdXpsqEAfIP5dph1W88LNoEh7xtUtIUgfUQnA&refId=tFzhoUzicSCIrYQugxutsQ%3D%3D&trackingId=j%2BJAH1hTe6Ud1VJTQbbYEA%3D%3D&trk=flagship3_search_srp_jobs
Livspace,Health and fitness,"Pune, Maharashtra, India (On-site)",2 school alumni work here,https://www.linkedin.com/jobs/view/3826740357/?eBP=CwEAAAGOAKX_VQIWjAjETnMFWUlsoZnudnPBd9yo-ovJotE0FefVwcS6RTxR65zuciGUfNSnIRQxeq3UcuxqvmPzQQpy2uvlXgUwuaA49l4MvBeqmvMgZcYcUPwSpvoP9rWtUA9QCJb0VSnRDqGL7Oq-foxLFFYBFYDAMLaf0byc5rJVHKgXig2w56A6Dis3hdRfJZpKIA-gFYamvQUl_tkAjWr6cIahf9HSnAL-fW33p08FBsNCKTDUMTLHp3UTDE-YlBlu0QZVK2TGvi09KgXCgE8KvoSycsvzpLWshfiD-AjUZphgwSNkmQiLzYTNnWTx9GAbwQC263HW9oOSL8dz-GdCcXmWUndAPJgpzD6P1l4LVCg30rGksF339fkN1fd55gQ2KrNM5sKnZMt0LuOjOQfmSP7Q&refId=tFzhoUzicSCIrYQugxutsQ%3D%3D&trackingId=37HzCRGGDhQxxSMpuzhI%2Fw%3D%3D&trk=flagship3_search_srp_jobs
WeddingWire,Health and fitness,"Gurugram, Haryana, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3825434907/?eBP=CwEAAAGOAKX_VW___JcSbKzXxXz4H0N59cWYDDtaqavV5uigsHI3Hs8k3Zl-bGKSVtzM9kkV0lW4-EEKtNyKNdLQx_5dub8FciNhysCGH6weoIoX1zRjSeCYFzEC8oOzttQjT0YQpw26freZhUQzQhS14gpmKSvLJDNiJGsL-Mgcynm7uXru8EiadT_nwLQ6mWWsons5THgIj1yfvcmsQdz0NItoCqEYSDfcufOZ1n8s9ssPp2iVvKe8DvFUwz2g_76nsOHYdUpnBAg7Gk9rpeqURwmO5-qBeqv-p-ArOuwc--GbbyXum85rR7MsEMowMcsKYlbzt4ofuxBwU2vQAa_nxZUNBbj1YEMk9AknAMHCzu3WUElXoW6fyioYU66Xq13ejt8KNS-eYBxGgOHb7FpsdThy8I0n&refId=tFzhoUzicSCIrYQugxutsQ%3D%3D&trackingId=pjXzRDsc2AFKxsQ5J60xgw%3D%3D&trk=flagship3_search_srp_jobs
Monalisa Group of Services,Health and fitness,"Mumbai, Maharashtra, India (On-site)",,https://www.linkedin.com/jobs/view/3827671696/?eBP=CwEAAAGOAKX_VRkj_oOATC2xMr9BL7jhTfsEuyBzfExOjBtskibl3L9x2YN5gsPQbo0TLXMkXD4zDhxr6R8WqzRPHJp4NDW8OPJeSHJ85UKliabmX4QzcGEjEbklHLNAQIczq9SQY_Lv4YFy4hwIYJmKSicoXK0C6Sv0hlvuCJhB0RFEPk7DHn_WuccYNI4xsGxjL_4EDQKYOpCMvBsYURMnA5VnvMHlgXLNpZORo2eah_SMtEtpryU1PNqC7k78FSK3LHkzxH2mIZ-Z3Y9nVTN98JkOE6eIBxO-b-nY4GszvJ-3jwspOC6s04_NXigPC7Orv1ZqeIptXtruj26nEE2ztNAl9dfPASj_yRtvE6_aeRxlOkq3dPelmogSJouo2AiO4E2B24S4IGl97ylcsuzNmNpbgg&refId=tFzhoUzicSCIrYQugxutsQ%3D%3D&trackingId=KJdP4lUSkMSrIep9EceQBw%3D%3D&trk=flagship3_search_srp_jobs
Thales,Health and fitness,"Bengaluru, Karnataka, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3662510384/?eBP=CwEAAAGOAKX_VbC1nEfmIvDcZGnlpX-R5Zola7OEsj97w7yIIfbOT3oe4EzGK3gE54OzxcZonXuaoWtpzwZoT4kiKaN5KRCe-WXgFrS_p1W6zkuBYoIEMFK5tQKx_cmt0K02esz98zphCgvxWRaTZ72-qTkiDUc9Q67BOcTVngj48JlQIgLTR8BP3xcnN7F9irFOdyE3nUIfaVxHL_sM8scHbmOU_m12ZY3Qe7aCq7PQUtSH2KjZfOgwzNUYpWH0KGah3r13vn2LyHENh7fY2Sbxj11afgM_3d8kJCxy40cQEvuWw2aLM1JNN4g5hu9qWtKkQw_uSgPK_dUPPXCa34mXAXTtIFcxbjSAgGVoopI_twb_YEKkHVajj0lsoFZ4K516S3wItb0Kuy-PeEHHDmmJlRCaJ1mn&refId=tFzhoUzicSCIrYQugxutsQ%3D%3D&trackingId=3ebmmQLEMyOdWA4TdKycmw%3D%3D&trk=flagship3_search_srp_jobs
Genpact,Inviting Applications for CAT Modeling Role - Noida - 12 PM to 9 PM Shift,"Noida, Uttar Pradesh, India (On-site)",6 school alumni work here,https://www.linkedin.com/jobs/view/3808259633/?eBP=CwEAAAGOAKZHIeUH8artGR4orxBrsFLKh8PfCWFHeXFSMeYGHy7zTDBHdQVGQcNH7LrkLR3UE8ZSluD6YML4lbOBTlxQuI03G7lQMPtLP8kU32yfpEQVGJ1BlBsbuMocOHMr1jjdbFlVlc6pSlsDnP4uPgU4foz7NeZaTQ4l2-DoU0rVA3WuaoSJqDM2UsXQPLYZ9-mZPvkMGLLeifir8DRmynyNMLgsjhME-rY0sRfXQtTX4f1dyCtiHVn3V-yzSgADJyP2VS8ulFtVY8854Iv1HpJwmYxko7osYKylvcR8Bwsb8pKWQhPRZo0zR9NMlEOk6nm5a3jDJCC4aszmICFSIpFG6HSiqTnX5DW_Bms3jrGyoZEfAacG3vvI2cE7Fxhi00BsRYGxFggD8AMKaMjHv6PNFi6C&refId=s9ttZ4QvRdRKBof%2BGRN6fA%3D%3D&trackingId=L%2Fnrrz8rQxFYTthH2fcbgA%3D%3D&trk=flagship3_search_srp_jobs
"Envestnet, Inc",PMO,"Trivandrum, Kerala, India (Hybrid)",Actively recruiting,https://www.linkedin.com/jobs/view/3811823004/?eBP=CwEAAAGOAKZHIeYP60GRRJuV-PCfvh8kk4AGv9naH7fuoH43LtlC-PEBQh-VVTCZVFci378GJrjx7DY2d5d54UXUy0Bpwo46gnoWAVGPWJaiIEb3uinyEvDLkA9RdMBh1LmIAW7v__Ih2mI64M6rkLyEZtJYeJ4hwFpadPEd0A67eAc_L9cDKl81KQJPtHatRLak0d70y-67Hm6eujv1wXDwQkl5uA6ttgrRlj6_uxnlao8C2OcNX5a_Px4oJ3fA_NWqX53iwHzHmAfZoduGXvkKPraTPemt122gCWKv9KgqmzbztpbPcq2JGiy2BVY3zFFDOcd7JL-MUVAzXjZj6oRc-v_aJ3fKtXuQTn4JQDDZhPbKF_7VHTmAbX4ltheXKiz97D_j8q_oS94SB6CS4acdf0BfkWK6a6DF6g&refId=s9ttZ4QvRdRKBof%2BGRN6fA%3D%3D&trackingId=CnD8%2FAf8u4v7gnbGn8LyUw%3D%3D&trk=flagship3_search_srp_jobs
Genpact,PMO,"Bengaluru, Karnataka, India (On-site)",6 school alumni work here,https://www.linkedin.com/jobs/view/3754626047/?eBP=CwEAAAGOAKZHIRKr1q9k-eJPm2ZwfuMnBzFgmjPYZ6LoENQDfUHSsqr65aHpHfljPjoll_wtecvPF7vQDQOaPPEOh56h1GVo_x-o-h5Q9Kr3K_0DJP5XcWyDIMV86FRy_QWK14Wfpb_8VtRbTB1uAt20P3eTZ2WeIjSDYC7eqZPDxGu0TkqXvoJ_afVttIakC-pLZD9e6w25qdHyQQs1ccT8JZmFvMbSPNWWkzUjh6_IxBkswSF8BpGf55lKHkxF6vlP3p6KCloC0L5w-guxfdxjMYtlAQvmMmedccgYq6e0xbgY_5-MnLy7m1f1uF40hsxmpA_wwz3bdU7KSPMCJqGekeccCK0McV80xEun_jjzz6k61l2eM3aCILTJP0CD_7KZeUGiTPz6gSNfjoHNlC2sJVtducbP-zE&refId=s9ttZ4QvRdRKBof%2BGRN6fA%3D%3D&trackingId=fQ2nENXmZAbBLAqXaxlphQ%3D%3D&trk=flagship3_search_srp_jobs
Capgemini,PMO,"Bengaluru, Karnataka, India (On-site)",2 connections work here,https://www.linkedin.com/jobs/view/3798308611/?eBP=CwEAAAGOAKZHIZIkkmzw877R9vqm4eb1WssCH4rPyRdGkxlV1ku3HviXP-NUM1d551kmrh8SlS2ktMMXLsue9cdK3o4TtTbroV0KGQaZnjEy7TmcJ6whIgr9sLVIl1IbSJZ1rzqyBYlgppY6KJK3G3XxiUs2SFd-QMuK55gWXdMCdSvpOQluQeFWXdH3BgH1zNx7WaCJaPdBC4u7KeU-IpdHwJ8dhpnCKw9tx_M1K6iBkfeJn9N4-P3c2e5ofivZ6heCT6F4fveoYU4vamQvNFSuFKg2mmBj0iREjOaMdD58uGNJF5Gmt0YIOTfiAMGNEmOXyEAcJm_-dZTIroymzgdlFiHtD1V-9mLNB828nmYd5AobwGaV4a1hyOO5JkrkCzwv9Ym1RteozzOtFSWdP4vwnJYfjm3xlsU&refId=s9ttZ4QvRdRKBof%2BGRN6fA%3D%3D&trackingId=FbZdaLLLBu9Px8LGKKQwVg%3D%3D&trk=flagship3_search_srp_jobs
Capgemini,PMO,Mumbai Metropolitan Region (On-site),2 connections work here,https://www.linkedin.com/jobs/view/3811069734/?eBP=CwEAAAGOAKZHIVSGA2qmk5GaUf20T8Kpqen7uQpRRC7xoCiZeCnNyRWfasSB081WkRezmStgQVaY1DeUusYRv1Pw4FkK3yTsUW64n3OdEbnYFhAhy1TNyDJDkZjj812LWFSxrfwoFApk02fF3WrJ7S3u2p16sqV57sgz09D-aXKxgWhsniSmb1F_XvVskht4BC5DVZMoOnhKrbviCinWzWJZYdPlURKt5KOzHBSFt0_RTL6GUupHRTz270Y5WVANYi1OAg5l738mGG8OXIMk-57z3isxN6NjS8qmQAH-4IpI1H9taOixLXPhElEvUXdMuS_FJkQT3PBVQ7Z9WM1ZWlaOBAvLBSKTrbvVjg5SeJ3vsVwwjl9VuqYZJJBfT-izjhBfJZyUDdIdjdfy1nUenAo5OIAWCXNLXCc&refId=s9ttZ4QvRdRKBof%2BGRN6fA%3D%3D&trackingId=evLYuHL3T5bIMHWAsz%2B8nA%3D%3D&trk=flagship3_search_srp_jobs
ITvia Data Solutions,PMO,Pune/Pimpri-Chinchwad Area (On-site),Actively recruiting,https://www.linkedin.com/jobs/view/3827679623/?eBP=CwEAAAGOAKZHITbiaxmcynKqY8Lk-RE_XoDFdBF4lxSXllJNuHaR_GzkwSRRJe6ntDNgPMltTtGdFDYg87PsesolX0IavFkXYvI75yWEJ5zDQkLi-lxfznDqMcn1u2JH60b1b2Y6cUvjU3I2s-0iYHjHwdAYZVExRyEJV8zBIM_AdcirjS28Tvg196BtSw5JZgreWpGVRD5gzV5FHrTrBHJRWc36c-kkINaQ8mawHPha0qVXQ_JCgCuTi9v7HpKQtTPGIiFJiryz2JtIM3Pipp-I-gIzgpPvlEDasUL3_FvXLjmPthWGPsEjI55dA3p4pbWK8sY4lCYkZQviN3xvmhXZd20F3X8sBRtGU65YKP_N7xfUhWKc8aw6HKRMSlt80huAzsgALDFQhB8-eVkXVbX5&refId=s9ttZ4QvRdRKBof%2BGRN6fA%3D%3D&trackingId=YgkJj2sIBTB00JxjXuZZ%2Fg%3D%3D&trk=flagship3_search_srp_jobs
